,Clean Age,Clean Name,Clean Ticket_p,Given Names_p,Title_p,Family Name_p,Unnamed: 0_p,PassengerId,Survived,Pclass_p,Name_p,Sex,is_adult_man,is_woman_or_child,is_male,is_female,Age_p,SibSp,Parch,Ticket_p,Fare,Cabin,Embarked_p,Clean Ticket_s,Pclass_s,Given Names_s,Title_s,Family Name_s,Unnamed: 0_s,Name_s,Age_s,Class/Dept,Ticket_s,Embarked_s,Job,_merge,Match Potential_x,_merge_x,Match Potential_y,_merge_y
190,17.0,mr jeso culumovic,315090,jeso,mr,culumovic,844.0,845.0,0.0,3.0,"Culumovic, Mr. Jeso",male,False,True,True,False,17.0,0.0,0.0,315090,8.6625,,S,315090,3.0,jeso,mr,culumovic,537.0,"CULUMOVIC, Mr Jeso",17,3rd class passenger,315090£8               13s               3d,Southampton,                             ,both,,,,
191,39.0,mr john bradley cumings,17599,john bradley,mr,cumings,234.0,1126.0,,1.0,"Cumings, Mr. John Bradley",male,True,False,True,False,39.0,1.0,0.0,PC 17599,71.2833,C85,C,17599,1.0,john bradley,mr,cumings,538.0,"CUMINGS, Mr John Bradley",39,1st class passenger,17599£71               5s               8d,Cherbourg,                             ,both,,,,
192,21.0,mr alfred fleming cunningham,239853,alfred fleming,mr,cunningham,413.0,414.0,0.0,2.0,"Cunningham, Mr. Alfred Fleming",male,False,False,True,False,,0.0,0.0,239853,0.0,,S,239853,2.0,alfred fleming,mr,cunningham,540.0,"CUNNINGHAM, Mr Alfred Fleming",21,2nd class passengerh&w guarantee group,239853 ,Belfast,Fitter                             ,both,,,,
193,22.0,miss gerda ulrika dahlberg,7552,gerda ulrika,miss,dahlberg,882.0,883.0,0.0,3.0,"Dahlberg, Miss. Gerda Ulrika",female,False,True,False,True,22.0,0.0,0.0,7552,10.5167,,S,7552,3.0,gerda ulrika,miss,dahlberg,547.0,"DAHLBERG, Miss Gerda Ulrika",22,3rd class passenger,7552£10               10s               4d,Southampton,                             ,both,,,,
194,19.0,mr branko dakic,349228,branko,mr,dakic,687.0,688.0,0.0,3.0,"Dakic, Mr. Branko",male,True,False,True,False,19.0,0.0,0.0,349228,10.1708,,S,349228,3.0,branko,mr,dakic,548.0,"DAKIC, Mr Branko",19,3rd class passenger,349228£10               3s               5d,Southampton,General Labourer                             ,both,,,,
195,30.0,miss margaret marcella maggie daly,382650,margaret marcella maggie,miss,daly,291.0,1183.0,,3.0,"Daly, Miss. Margaret Marcella Maggie""""",female,False,True,False,True,30.0,0.0,0.0,382650,6.95,,Q,382650,3.0,margaret marcella maggie,miss,daly,550.0,"DALY, Miss Margaret Marcella ""Maggie""",30,3rd class passenger,382650£6               19s               ,Queenstown,Housekeeper                             ,both,,,,
196,29.0,mr eugene patrick daly,382651,eugene patrick,mr,daly,510.0,511.0,1.0,3.0,"Daly, Mr. Eugene Patrick",male,True,False,True,False,29.0,0.0,0.0,382651,7.75,,Q,382651,3.0,eugene patrick,mr,daly,551.0,"DALY, Mr Eugene Patrick",29,3rd class passenger,382651£7               15s               ,Queenstown,Farm Labourer                             ,both,,,,
197,34.0,mr ernst gilbert danbom,347080,ernst gilbert,mr,danbom,616.0,617.0,0.0,3.0,"Danbom, Mr. Ernst Gilbert",male,True,False,True,False,34.0,1.0,1.0,347080,14.4,,S,347080,3.0,ernst gilbert,mr,danbom,552.0,"DANBOM, Mr Ernst Gilbert",34,3rd class passenger,347080£14               8s               ,Southampton,General Labourer                             ,both,,,,
198,0.3333333333333333,master gilbert sigvard emanuel danbom,347080,gilbert sigvard emanuel,master,danbom,201.0,1093.0,,3.0,"Danbom, Master. Gilbert Sigvard Emanuel",male,False,True,True,False,0.33,0.0,2.0,347080,14.4,,S,347080,3.0,gilbert sigvard emanuel,master,danbom,554.0,"DANBOM, Master Gilbert Sigvard Emanuel",4m,3rd class passenger,347080£14               8s               ,Southampton,                             ,both,,,,
199,27.0,mr robert williams daniel,113804,robert williams,mr,daniel,607.0,608.0,1.0,1.0,"Daniel, Mr. Robert Williams",male,True,False,True,False,27.0,0.0,0.0,113804,30.5,,S,113804,1.0,robert williams,mr,daniel,555.0,"DANIEL, Mr Robert Williams",27,1st class passenger,113804£30               10s               ,Southampton,                             ,both,,,,
200,33.0,miss sarah daniels,113781,sarah,miss,daniels,141.0,1033.0,,1.0,"Daniels, Miss. Sarah",female,False,True,False,True,33.0,0.0,0.0,113781,151.55,,S,113781,1.0,sarah,miss,daniels,556.0,"DANIELS, Miss Sarah",33,1st class passengerservant,113781£151               16s               ,Southampton,Personal Maid                             ,both,,,,
201,27.0,mr yoto danoff,349219,yoto,mr,danoff,321.0,322.0,0.0,3.0,"Danoff, Mr. Yoto",male,True,False,True,False,27.0,0.0,0.0,349219,7.8958,,S,349219,3.0,yoto,mr,danoff,558.0,"DANOFF, Mr Yoto",27,3rd class passenger,349219£7               17s               11d,Southampton,General Labourer                             ,both,,,,
202,31.0,mr thornton davidson,12750,thornton,mr,davidson,671.0,672.0,0.0,1.0,"Davidson, Mr. Thornton",male,True,False,True,False,31.0,1.0,0.0,F.C. 12750,52.0,B71,S,12750,1.0,thornton,mr,davidson,560.0,"DAVIDSON, Mr Thornton",31,1st class passenger,12750£52                             ,Cherbourg,                             ,both,,,,
203,24.0,mr alfred j davies,48871,alfred j,mr,davies,565.0,566.0,0.0,3.0,"Davies, Mr. Alfred J",male,True,False,True,False,24.0,2.0,0.0,A/4 48871,24.15,,S,48871,3.0,alfred j,mr,davies,566.0,"DAVIES, Mr Alfred J.",24,3rd class passenger,48871£24               3s               ,Southampton,Caster                             ,both,,,,
204,21.0,mr john samuel davies,48871,john samuel,mr,davies,9.0,901.0,,3.0,"Davies, Mr. John Samuel",male,True,False,True,False,21.0,2.0,0.0,A/4 48871,24.15,,S,48871,3.0,john samuel,mr,davies,567.0,"DAVIES, Mr John Samuel",21,3rd class passenger,48871£24               3s               ,Southampton,Ironworker                             ,both,,,,
205,17.0,mr joseph davies,48873,joseph,mr,davies,187.0,1079.0,,3.0,"Davies, Mr. Joseph",male,False,True,True,False,17.0,2.0,0.0,A/4 48873,8.05,,S,48873,3.0,joseph,mr,davies,568.0,"DAVIES, Mr Joseph",17,3rd class passenger,48873£8               1s               ,Southampton,Ironworker                             ,both,,,,
206,18.0,mr charles henry davies,14879,charles henry,mr,davies,385.0,386.0,0.0,2.0,"Davies, Mr. Charles Henry",male,False,False,True,False,18.0,0.0,0.0,S.O.C. 14879,73.5,,S,14879,2.0,charles henry,mr,davies,562.0,"DAVIES, Mr Charles Henry",21,2nd class passenger,14879£73               10s               ,Southampton,                             ,both,,,,
207,8.0,master john morgan jr davies,33112,john morgan jr,master,davies,549.0,550.0,1.0,2.0,"Davies, Master. John Morgan Jr",male,False,True,True,False,8.0,1.0,1.0,C.A. 33112,36.75,,S,33112,2.0,john morgan jr,master,davies,564.0,"DAVIES, Master John Morgan jr",8,2nd class passenger,33112£36               15s               ,Southampton,                             ,both,,,,
208,22.0,mr evan davies,23568,evan,mr,davies,147.0,1039.0,,3.0,"Davies, Mr. Evan",male,True,False,True,False,22.0,0.0,0.0,SC/A4 23568,8.05,,S,23568,3.0,evan,mr,davies,565.0,"DAVIES, Mr Evan",22,3rd class passenger,23568£8               1s               ,Southampton,Miner                             ,both,,,,
209,28.0,miss mary davis,237668,mary,miss,davis,635.0,636.0,1.0,2.0,"Davis, Miss. Mary",female,False,True,False,True,28.0,0.0,0.0,237668,13.0,,S,237668,2.0,mary,miss,davis,574.0,"DAVIS, Miss Mary",28,2nd class passenger,237668£13                             ,Southampton,                             ,both,,,,
210,32.0,mr thomas henry davison,386525,thomas henry,mr,davison,58.0,950.0,,3.0,"Davison, Mr. Thomas Henry",male,False,False,True,False,,1.0,0.0,386525,16.1,,S,386525,3.0,thomas henry,mr,davison,577.0,"DAVISON, Mr Thomas Henry",32,3rd class passenger,386525£16               2s               ,Southampton,Blacksmith                             ,both,,,,
211,36.5,mr guillaume joseph de messemaeker,345572,guillaume joseph,mr,de messemaeker,260.0,1152.0,,3.0,"de Messemaeker, Mr. Guillaume Joseph",male,True,False,True,False,36.5,1.0,0.0,345572,17.4,,S,345572,3.0,guillaume joseph,mr,de messemaeker,582.0,"DE MESSEMAEKER, Mr Guillaume Joseph",36,3rd class passenger,345572£17               8s               ,Southampton,                             ,both,,,,
212,16.0,mr alfons de pelsmaeker,345778,alfons,mr,de pelsmaeker,282.0,283.0,0.0,3.0,"de Pelsmaeker, Mr. Alfons",male,False,True,True,False,16.0,0.0,0.0,345778,9.5,,S,345778,3.0,alfons,mr,de pelsmaeker,585.0,"DE PELSMAEKER, Mr Alfons",16,3rd class passenger,345778£9               10s               ,Southampton,Farm Labourer                             ,both,,,,
213,17.0,mr percy william deacon,14879,percy william,mr,deacon,212.0,1104.0,,2.0,"Deacon, Mr. Percy William",male,False,True,True,False,17.0,0.0,0.0,S.O.C. 14879,73.5,,S,14879,2.0,percy william,mr,deacon,586.0,"DEACON, Mr Percy William",20,2nd class passenger,14879£73               10s               ,Southampton,                             ,both,,,,
214,1.0,master bertram vere dean,2315,bertram vere,master,dean,788.0,789.0,1.0,3.0,"Dean, Master. Bertram Vere",male,False,True,True,False,1.0,1.0,2.0,C.A. 2315,20.575,,S,2315,3.0,bertram vere,master,dean,589.0,"DEAN, Master Bertram Vere",1,3rd class passenger,2315£20               11s               6d,Southampton,                             ,both,,,,
215,0.16666666666666666,miss elizabeth gladys millvina dean,2315,elizabeth gladys millvina,miss,dean,354.0,1246.0,,3.0,"Dean, Miss. Elizabeth Gladys Millvina""""",female,False,True,False,True,0.17,1.0,2.0,C.A. 2315,20.575,,S,2315,3.0,elizabeth gladys millvina,miss,dean,590.0,"DEAN, Miss Elizabeth Gladys 'Millvina'",2m,3rd class passenger,2315£20               11s               6d,Southampton,                             ,both,,,,
216,26.0,mr bertram frank dean,2315,bertram frank,mr,dean,93.0,94.0,0.0,3.0,"Dean, Mr. Bertram Frank",male,True,False,True,False,26.0,1.0,2.0,C.A. 2315,20.575,,S,2315,3.0,bertram frank,mr,dean,587.0,"DEAN, Mr Bertram Frank",25,3rd class passenger,2315£20               11s               6d,Southampton,Farmer                             ,both,,,,
217,29.0,mr sebastiano del carlo,2167,sebastiano,mr,del carlo,361.0,362.0,0.0,2.0,"del Carlo, Mr. Sebastiano",male,True,False,True,False,29.0,1.0,0.0,SC/PARIS 2167,27.7208,,C,2167,2.0,sebastiano,mr,del carlo,595.0,"DEL CARLO, Mr Sebastiano",29,2nd class passenger,2167£27               14s               5d,Cherbourg,                             ,both,,,,
218,25.0,mr redjo delalic,349250,redjo,mr,delalic,209.0,1101.0,,3.0,"Delalic, Mr. Redjo",male,True,False,True,False,25.0,0.0,0.0,349250,7.8958,,S,349250,3.0,redjo,mr,delalic,597.0,"DELALIC, Mr Redjo",25,3rd class passenger,349250£7               17s               11d,Southampton,General Labourer                             ,both,,,,
219,30.0,mr mitto denkoff,349225,mitto,mr,denkoff,335.0,336.0,0.0,3.0,"Denkoff, Mr. Mitto",male,False,False,True,False,,0.0,0.0,349225,7.8958,,S,349225,3.0,mitto,mr,denkoff,599.0,"DENKOFF, Mr Mitto",30,3rd class passenger,349225£7               17s               11d,Southampton,General Labourer                             ,both,,,,
220,36.0,mr william dennis,21175,william,mr,dennis,285.0,1177.0,,3.0,"Dennis, Mr. William",male,True,False,True,False,36.0,0.0,0.0,A/5 21175,7.25,,S,21175,3.0,william,mr,dennis,602.0,"DENNIS, Mr William",26,3rd class passenger,21175£7               5s               ,Southampton,Farmer                             ,both,,,,
221,22.0,mr samuel dennis,21172,samuel,mr,dennis,320.0,321.0,0.0,3.0,"Dennis, Mr. Samuel",male,True,False,True,False,22.0,0.0,0.0,A/5 21172,7.25,,S,21172,3.0,samuel,mr,dennis,601.0,"DENNIS, Mr Samuel",22,3rd class passenger,21172£7               5s               ,Southampton,Farmer                             ,both,,,,
222,19.0,miss margaret delia devaney,330958,margaret delia,miss,devaney,44.0,45.0,1.0,3.0,"Devaney, Miss. Margaret Delia",female,False,True,False,True,19.0,0.0,0.0,330958,7.8792,,Q,330958,3.0,margaret delia,miss,devaney,607.0,"DEVANEY, Miss Margaret Delia",19,3rd class passenger,330958£7               17s               7d,Queenstown,                             ,both,,,,
223,18.0,mr william dibden,14879,william,mr,dibden,352.0,1244.0,,2.0,"Dibden, Mr. William",male,False,False,True,False,18.0,0.0,0.0,S.O.C. 14879,73.5,,S,14879,2.0,william,mr,dibden,609.0,"DIBDEN, Mr William",18,2nd class passenger,14879£73               10s               ,Southampton,                             ,both,,,,
224,31.0,mr albert adrian dick,17474,albert adrian,mr,dick,690.0,691.0,1.0,1.0,"Dick, Mr. Albert Adrian",male,True,False,True,False,31.0,1.0,0.0,17474,57.0,B20,S,17474,1.0,albert adrian,mr,dick,610.0,"DICK, Mr Albert Adrian",31,1st class passenger,17474£57                             ,Southampton,                             ,both,,,,
225,17.0,mr mirko dika,349232,mirko,mr,dika,60.0,952.0,,3.0,"Dika, Mr. Mirko",male,False,True,True,False,17.0,0.0,0.0,349232,7.8958,,S,349232,3.0,mirko,mr,dika,613.0,"DIKA, Mr Mirko",17,3rd class passenger,349232£7               17s               11d,Southampton,                             ,both,,,,
226,42.0,mr jovan dimic,315088,jovan,mr,dimic,349.0,350.0,0.0,3.0,"Dimic, Mr. Jovan",male,True,False,True,False,42.0,0.0,0.0,315088,8.6625,,S,315088,3.0,jovan,mr,dimic,616.0,"DIMIC, Mr Jovan",42,3rd class passenger,315088£8               13s               3d,Southampton,                             ,both,,,,
227,43.0,mr valtcho dintcheff,349226,valtcho,mr,dintcheff,134.0,1026.0,,3.0,"Dintcheff, Mr. Valtcho",male,True,False,True,False,43.0,0.0,0.0,349226,7.8958,,S,349226,3.0,valtcho,mr,dintcheff,618.0,"DINTCHEFF, Mr Valtcho",43,3rd class passenger,349226£7               17s               11d,Southampton,                             ,both,,,,
228,4.0,master washington dodge,33638,washington,master,dodge,445.0,446.0,1.0,1.0,"Dodge, Master. Washington",male,False,True,True,False,4.0,0.0,2.0,33638,81.8583,A34,S,33638,1.0,washington,master,dodge,624.0,"DODGE, Master Washington",4,1st class passenger,33638£81               17s               2d,Southampton,                             ,both,,,,
229,53.0,dr washington dodge,33638,washington,dr,dodge,293.0,1185.0,,1.0,"Dodge, Dr. Washington",male,True,False,True,False,53.0,1.0,1.0,33638,81.8583,A34,S,33638,1.0,washington,dr,dodge,622.0,"DODGE, Dr Washington",52,1st class passenger,33638£81               17s               2d,Southampton,Politician                             ,both,,,,
230,18.0,miss elsie doling,231919,elsie,miss,doling,651.0,652.0,1.0,2.0,"Doling, Miss. Elsie",female,False,True,False,True,18.0,0.0,1.0,231919,23.0,,S,231919,2.0,elsie,miss,doling,628.0,"DOLING, Miss Elsie",18,2nd class passenger,231919£23                             ,Southampton,                             ,both,,,,
231,32.0,mr patrick dooley,370376,patrick,mr,dooley,890.0,891.0,0.0,3.0,"Dooley, Mr. Patrick",male,True,False,True,False,32.0,0.0,0.0,370376,7.75,,Q,370376,3.0,patrick,mr,dooley,633.0,"DOOLEY, Mr Patrick",38,3rd class passenger,370376£7               15s               ,Queenstown,General Labourer                             ,both,,,,
232,19.0,mr edward arthur dorking,10482,edward arthur,mr,dorking,283.0,284.0,1.0,3.0,"Dorking, Mr. Edward Arthur",male,True,False,True,False,19.0,0.0,0.0,A/5. 10482,8.05,,S,10482,3.0,edward arthur,mr,dorking,635.0,"DORKING, Mr Edward Arthur",18,3rd class passenger,10482£8               1s               ,Southampton,Groom                             ,both,,,,
233,50.0,mr walter donald douglas,17761,walter donald,mr,douglas,544.0,545.0,0.0,1.0,"Douglas, Mr. Walter Donald",male,True,False,True,False,50.0,1.0,0.0,PC 17761,106.425,C86,C,17761,1.0,walter donald,mr,douglas,639.0,"DOUGLAS, Mr Walter Donald",50,1st class passenger,17761£106               8s               6d,Cherbourg,                             ,both,,,,
234,30.0,miss elizabeth dowdell,364516,elizabeth,miss,dowdell,79.0,80.0,1.0,3.0,"Dowdell, Miss. Elizabeth",female,False,True,False,True,30.0,0.0,0.0,364516,12.475,,S,364516,3.0,elizabeth,miss,dowdell,644.0,"DOWDELL, Miss Elizabeth",31,3rd class passenger,364516£12               9s               6d,Southampton,Housekeeper                             ,both,,,,
235,24.0,miss elizabeth doyle,368702,elizabeth,miss,doyle,79.0,971.0,,3.0,"Doyle, Miss. Elizabeth",female,False,True,False,True,24.0,0.0,0.0,368702,7.75,,Q,368702,3.0,elizabeth,miss,doyle,645.0,"DOYLE, Miss Elizabeth",24,3rd class passenger,368702£7               15s               ,Queenstown,                             ,both,,,,
236,8.0,master marshall brines drew,28220,marshall brines,master,drew,194.0,1086.0,,2.0,"Drew, Master. Marshall Brines",male,False,True,True,False,8.0,0.0,2.0,28220,32.5,,S,28220,2.0,marshall brines,master,drew,650.0,"DREW, Master Marshall Brines",8,2nd class passenger,28220£32               10s               ,Southampton,                             ,both,,,,
237,42.0,mr james vivian drew,28220,james vivian,mr,drew,247.0,1139.0,,2.0,"Drew, Mr. James Vivian",male,True,False,True,False,42.0,1.0,1.0,28220,32.5,,S,28220,2.0,james vivian,mr,drew,648.0,"DREW, Mr James Vivian",42,2nd class passenger,28220£32               10s               ,Southampton,                             ,both,,,,
238,39.0,mr william crothers dulles,17580,william crothers,mr,dulles,331.0,1223.0,,1.0,"Dulles, Mr. William Crothers",male,True,False,True,False,39.0,0.0,0.0,PC 17580,29.7,A18,C,17580,1.0,william crothers,mr,dulles,655.0,"DULLES, Mr William Crothers",39,1st class passenger,17580£29               14s               ,Cherbourg,                             ,both,,,,
239,23.0,mr adolf fredrik dyker,347072,adolf fredrik,mr,dyker,172.0,1064.0,,3.0,"Dyker, Mr. Adolf Fredrik",male,True,False,True,False,23.0,1.0,0.0,347072,13.9,,S,347072,3.0,adolf fredrik,mr,dyker,667.0,"DYKER, Mr Adolf Fredrik",23,3rd class passenger,347072£13               18s               ,Southampton,General Labourer                             ,both,,,,
240,18.0,mr gustaf hjalmar edvardsson,349912,gustaf hjalmar,mr,edvardsson,675.0,676.0,0.0,3.0,"Edvardsson, Mr. Gustaf Hjalmar",male,False,False,True,False,18.0,0.0,0.0,349912,7.775,,S,349912,3.0,gustaf hjalmar,mr,edvardsson,676.0,"EDVARDSSON, Mr Gustaf Hjalmar",18,3rd class passenger,349912£7               15s               6d,Southampton,General Labourer                             ,both,,,,
241,23.0,mr george floyd eitemiller,29751,george floyd,mr,eitemiller,658.0,659.0,0.0,2.0,"Eitemiller, Mr. George Floyd",male,True,False,True,False,23.0,0.0,0.0,29751,13.0,,S,29751,2.0,george floyd,mr,eitemiller,679.0,"EITEMILLER, Mr George Floyd",23,2nd class passenger,29751£13                             ,Southampton,                             ,both,,,,
242,16.0,mr hans linus eklund,347074,hans linus,mr,eklund,764.0,765.0,0.0,3.0,"Eklund, Mr. Hans Linus",male,False,True,True,False,16.0,0.0,0.0,347074,7.775,,S,347074,3.0,hans linus,mr,eklund,680.0,"EKLUND, Mr Hans Linus",16,3rd class passenger,347074£7               15s               6d,Southampton,General Labourer                             ,both,,,,
243,29.0,mr dibo elias,2674,dibo,mr,elias,773.0,774.0,0.0,3.0,"Elias, Mr. Dibo",male,False,False,True,False,,0.0,0.0,2674,7.225,,C,2674,3.0,dibo,mr,elias,682.0,"ELIAS, Mr Dibo",29,3rd class passenger,2674£7               4s               6d,Cherbourg,General Labourer                             ,both,,,,
244,17.0,mr joseph jr elias,2690,joseph jr,mr,elias,532.0,533.0,0.0,3.0,"Elias, Mr. Joseph Jr",male,False,True,True,False,17.0,1.0,1.0,2690,7.2292,,C,2690,3.0,joseph jr,mr,elias,683.0,"ELIAS, Mr Joseph jr.",15,3rd class passenger,2690£7               4s               7d,Cherbourg,General Labourer                             ,both,,,,
245,47.0,mr william james elsbury,3902,william james,mr,elsbury,592.0,593.0,0.0,3.0,"Elsbury, Mr. William James",male,True,False,True,False,47.0,0.0,0.0,A/5 3902,7.25,,S,3902,3.0,william james,mr,elsbury,688.0,"ELSBURY, Mr William James",47,3rd class passenger,3902£7               5s               ,Southampton,Farmer                             ,both,,,,
246,5.0,miss virginia ethel emanuel,364516,virginia ethel,miss,emanuel,777.0,778.0,1.0,3.0,"Emanuel, Miss. Virginia Ethel",female,False,True,False,True,5.0,0.0,0.0,364516,12.475,,S,364516,3.0,virginia ethel,miss,emanuel,689.0,"EMANUEL, Miss Virginia Ethel",5,3rd class passenger,364516£12               9s               6d,Southampton,                             ,both,,,,
247,21.0,mr ingvar enander,236854,ingvar,mr,enander,329.0,1221.0,,2.0,"Enander, Mr. Ingvar",male,True,False,True,False,21.0,0.0,0.0,236854,13.0,,S,236854,2.0,ingvar,mr,enander,690.0,"ENANDER, Mr Ingvar",21,2nd class passenger,236854£13                             ,Southampton,                             ,both,,,,
248,38.0,miss caroline louise endres,17757,caroline louise,miss,endres,716.0,717.0,1.0,1.0,"Endres, Miss. Caroline Louise",female,False,True,False,True,38.0,0.0,0.0,PC 17757,227.525,C45,C,17757,1.0,caroline louise,miss,endres,691.0,"ENDRES, Miss Caroline Louise",39,1st class passengerservant,17757£247               10s               6d,Cherbourg,Nurse                             ,both,,,,
249,54.0,miss elizabeth mussey eustis,36947,elizabeth mussey,miss,eustis,496.0,497.0,1.0,1.0,"Eustis, Miss. Elizabeth Mussey",female,False,True,False,True,54.0,1.0,0.0,36947,78.2667,D20,C,36947,1.0,elizabeth mussey,miss,eustis,697.0,"EUSTIS, Miss Elizabeth Mussey",54,1st class passenger,36947£78               5s               4d,Cherbourg,                             ,both,,,,
250,36.0,miss edith corse evans,17531,edith corse,miss,evans,112.0,1004.0,,1.0,"Evans, Miss. Edith Corse",female,False,True,False,True,36.0,0.0,0.0,PC 17531,31.6792,A29,C,17531,1.0,edith corse,miss,evans,698.0,"EVANS, Miss Edith Corse",36,1st class passenger,17531£31               13s               7d,Cherbourg,                             ,both,,,,
251,40.5,mr thomas james everett,6212,thomas james,mr,everett,228.0,1120.0,,3.0,"Everett, Mr. Thomas James",male,True,False,True,False,40.5,0.0,0.0,C.A. 6212,15.1,,S,6212,3.0,thomas james,mr,everett,704.0,"EVERETT, Mr Thomas James",39,3rd class passenger,6212£15               2s               ,Southampton,Crane Operator                             ,both,,,,
252,57.0,mr john farthing,17483,john,mr,farthing,527.0,528.0,0.0,1.0,"Farthing, Mr. John",male,False,False,True,False,,0.0,0.0,PC 17483,221.7792,C95,S,17483,1.0,john,mr,farthing,711.0,"FARTHING, Mr John",57,1st class passengerservant,17483£221               15s               7d,Southampton,Servant                             ,both,,,,
253,18.0,mr joseph charles fillbrook,15185,joseph charles,mr,fillbrook,340.0,1232.0,,2.0,"Fillbrook, Mr. Joseph Charles",male,False,False,True,False,18.0,0.0,0.0,C.A. 15185,10.5,,S,15185,2.0,joseph charles,mr,fillbrook,722.0,"FILLBROOK, Mr Joseph Charles",18,2nd class passenger,15185£10               10s               ,Southampton,Painter & Decorator                             ,both,,,,
254,34.0,mr luigi finoli,3101308,luigi,mr,finoli,211.0,1103.0,,3.0,"Finoli, Mr. Luigi",male,False,False,True,False,,0.0,0.0,SOTON/O.Q. 3101308,7.05,,S,3101308,3.0,luigi,mr,finoli,724.0,"FINOLI, Mr Luigi",34,3rd class passenger,3101308£7               1s               ,Southampton,                             ,both,,,,
255,18.0,mr eberhard thelander fischer,350036,eberhard thelander,mr,fischer,688.0,689.0,0.0,3.0,"Fischer, Mr. Eberhard Thelander",male,False,False,True,False,18.0,0.0,0.0,350036,7.7958,,S,350036,3.0,eberhard thelander,mr,fischer,726.0,"FISCHER, Mr Eberhard Thelander",18,3rd class passenger,350036£7               15s               11d,Southampton,                             ,both,,,,
256,48.0,mrs antoinette flegenheim,17598,antoinette,mrs,flegenheim,22.0,914.0,,1.0,"Flegenheim, Mrs. Alfred (Antoinette)",female,False,True,False,True,,0.0,0.0,PC 17598,31.6833,,S,17598,1.0,antoinette,mrs,flegenheim,732.0,"FLEGENHEIM, Mrs Antoinette",48,1st class passenger,17598£31               13s               8d,Cherbourg,                             ,both,,,,
257,22.0,miss honora fleming,364859,honora,miss,fleming,282.0,1174.0,,3.0,"Fleming, Miss. Honora",female,False,True,False,True,,0.0,0.0,364859,7.75,,Q,364859,3.0,honora,miss,fleming,734.0,"FLEMING, Miss Honora",22,3rd class passenger,364859£7               15s               ,Queenstown,                             ,both,,,,
258,42.0,miss margaret fleming,17421,margaret,miss,fleming,306.0,307.0,1.0,1.0,"Fleming, Miss. Margaret",female,False,True,False,True,,0.0,0.0,17421,110.8833,,C,17421,1.0,margaret,miss,fleming,733.0,"FLEMING, Miss Margaret",42,1st class passengerservant,17421£110               17s               8d,Cherbourg,Personal Maid                             ,both,,,,
259,42.0,mr john flynn,368323,john,mr,flynn,825.0,826.0,0.0,3.0,"Flynn, Mr. John",male,False,False,True,False,,0.0,0.0,368323,6.95,,Q,368323,3.0,john,mr,flynn,742.0,"FLYNN, Mr John",42,3rd class passenger,368323£6               19s               ,Queenstown,Farm Labourer                             ,both,,,,
260,28.0,mr james flynn,364851,james,mr,flynn,428.0,429.0,0.0,3.0,"Flynn, Mr. James",male,False,False,True,False,,0.0,0.0,364851,7.75,,Q,364851,3.0,james,mr,flynn,741.0,"FLYNN, Mr James",28,3rd class passenger,364851£7               15s               ,Queenstown,General Labourer                             ,both,,,,
261,26.0,mr joseph foley,330910,joseph,mr,foley,381.0,1273.0,,3.0,"Foley, Mr. Joseph",male,True,False,True,False,26.0,0.0,0.0,330910,7.8792,,Q,330910,3.0,joseph,mr,foley,743.0,"FOLEY, Mr Joseph",19,3rd class passenger,330910£7               17s               7d,Queenstown,Farm Labourer                             ,both,,,,
262,20.0,mr william foley,365235,william,mr,foley,102.0,994.0,,3.0,"Foley, Mr. William",male,False,False,True,False,,0.0,0.0,365235,7.75,,Q,365235,3.0,william,mr,foley,744.0,"FOLEY, Mr William",20,3rd class passenger,365235£7               15s               ,Queenstown,Farm Labourer                             ,both,,,,
263,32.0,mr choong foo,1601,choong,mr,foo,643.0,644.0,1.0,3.0,"Foo, Mr. Choong",male,False,False,True,False,,0.0,0.0,1601,56.4958,,S,1601,3.0,choong,mr,foo,747.0,"FOO, Mr Choong",32,3rd class passenger,1601£56               9s               11d,Southampton,Seaman                             ,both,,,,
264,22.0,mr arthur ford,1478,arthur,mr,ford,289.0,1181.0,,3.0,"Ford, Mr. Arthur",male,False,False,True,False,,0.0,0.0,A/5 1478,8.05,,S,1478,3.0,arthur,mr,ford,748.0,"FORD, Mr Arthur",22,3rd class passenger,1478£8               1s               ,Southampton,Carpenter / Joiner                             ,both,,,,
265,48.0,mrs margaret ann watson ford,6608,margaret ann watson,mrs,ford,736.0,737.0,0.0,3.0,"Ford, Mrs. Edward (Margaret Ann Watson)",female,False,True,False,True,48.0,1.0,3.0,W./C. 6608,34.375,,S,6608,3.0,margaret ann watson,mrs,ford,749.0,"FORD, Mrs Margaret Ann Watson",48,3rd class passenger,6608£34               7s               6d,Southampton,Farmer                             ,both,,,,
266,18.0,mr edward watson ford,6608,edward watson,mr,ford,167.0,1059.0,,3.0,"Ford, Mr. Edward Watson",male,False,False,True,False,18.0,2.0,2.0,W./C. 6608,34.375,,S,6608,3.0,edward watson,mr,ford,751.0,"FORD, Mr Edward Watson",18,3rd class passenger,6608£34               7s               6d,Southampton,Blacksmith                             ,both,,,,
267,30.0,mr benjamin laventall foreman,113051,benjamin laventall,mr,foreman,452.0,453.0,0.0,1.0,"Foreman, Mr. Benjamin Laventall",male,True,False,True,False,30.0,0.0,0.0,113051,27.75,C111,C,113051,1.0,benjamin laventall,mr,foreman,758.0,"FOREMAN, Mr Benjamin Laventall",30,1st class passenger,113051£27               15s               ,Southampton,                             ,both,,,,
